mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_jobs,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,mean_test_score,std_test_score,rank_test_score
50.44289129972458,0.78728935959487,7.559619128704071,3.7643623854019563,27,-1,321,2,1,auto,100,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 321, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.721745755153277,0.7451140905787527,0.701792691419029,0.7032194976276397,0.655567645018499,0.7479519027484144,0.6956923890063426,0.7627304109408034,0.6680634718970213,0.7127669919907523,0.6933456629173528,0.715963803184461,0.7612376948995773,0.7506297406330199,0.698687569213732,0.770770018498943,0.7190799584829761,0.03328842238647438,3821
29.60020960867405,10.689460077681566,12.603815034031868,3.3708129197786025,27,-1,267,5,1,auto,90,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 267, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7308372836284355,0.7575967478197675,0.7089009711775417,0.7189254210104251,0.6594769919397464,0.7597904003699789,0.7112915813292812,0.75754306785148,0.6810519946375887,0.7299992883955848,0.6957001780883533,0.7303851331263215,0.7856455635570825,0.7532030092502743,0.6992013773532669,0.778929373678647,0.7286548989508609,0.034297154332818235,2851
12.49034509062767,1.4681229222903487,8.249303489923477,2.3119785267346336,27,-1,183,10,1,auto,90,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 183, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7399866213002114,0.7586878964059197,0.7140958597334213,0.7219284616412724,0.6521042547568711,0.7500898107161735,0.7013411733615221,0.7624723341701904,0.6822170791043844,0.7209494182012366,0.6988074687097099,0.7369857046115221,0.7854494252114165,0.7580877000640455,0.7041330633997785,0.780622357293869,0.7292474142925965,0.03540926737658465,2756
10.78116950392723,1.5221634314297572,10.853659570217133,3.4470644861289075,27,-1,188,2,1,auto,90,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 188, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7221008687896406,0.7227677391649049,0.6912167407645152,0.6998938076383322,0.6426194172832982,0.7333695329016913,0.688214356501057,0.7358408760570825,0.671390463810133,0.6987846657363741,0.679215156873634,0.7149222053382663,0.7601558370771672,0.7340326846104241,0.6854794435215946,0.7654020216701904,0.7090878636086441,0.03194913700497988,4291
16.919785797595978,1.5246304411844056,9.378233283758163,3.157767383678514,27,-1,371,10,1,auto,70,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 371, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7458645778276956,0.7621832881871037,0.7220192050879806,0.723881064554932,0.6674453703091967,0.7706956923890065,0.7189089752906976,0.7660998612579282,0.6924155372107448,0.729924413569788,0.6983785363954624,0.740236439614165,0.7876792085095138,0.760570383121499,0.71246996124031,0.7940258324524313,0.7370498966886534,0.034254695510010126,947
5.520494803786278,1.0980685669177255,8.412085890769958,3.2216170106399473,27,-1,113,5,1,sqrt,10,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 113, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7405688424947146,0.7717569040697675,0.7200019456253514,0.732983117816092,0.676714455602537,0.767229205206131,0.7159235432082452,0.7658810121564484,0.6819518833346958,0.7329906233335698,0.6989571408680092,0.7451109936575052,0.7860811971458773,0.7573273998937818,0.7048952104097452,0.800302259513742,0.7374172333960134,0.03515058921120956,892
11.729011371731758,0.7017976283624932,14.505203247070312,6.152351112736494,27,-1,207,2,1,sqrt,,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 207, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7238898569635307,0.727203562698203,0.6949170599889137,0.7041425462777333,0.6439541903409091,0.7331166176664905,0.6881100934857295,0.7404779994714588,0.6740815157466752,0.700469672986577,0.6814326400187709,0.714572253237315,0.7643738438160675,0.7358629471200594,0.6885497646733112,0.7662609011627907,0.7113384666034085,0.03210851504958445,4215
25.264393657445908,1.7581166202578806,9.867316976189613,6.567320432974897,27,-1,410,10,2,sqrt,20,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 410, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7449540829809725,0.7641075085887948,0.7248585021910556,0.7264424201416734,0.6674763395216702,0.7713068181818183,0.7172490255021142,0.7653483417019028,0.6898747822421806,0.7259665873972809,0.7009185433533708,0.7444172832980974,0.7882531712473572,0.7628866373599693,0.7090098283499446,0.7922172304439747,0.7372054439063862,0.03454102811014352,924
10.875774681568146,1.9571503112545594,17.722384810447693,10.089886572755674,27,-1,203,10,4,sqrt,70,gini,balanced,True,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 203, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7435067884513743,0.7561319040697675,0.7158639599452393,0.7284796010425022,0.6592416259249472,0.7621254789904862,0.7082617600422834,0.7666407901691333,0.6955239148969589,0.7265098921300898,0.691731902131377,0.7413740420190275,0.7910393680628964,0.7673174904541006,0.7078272771317828,0.7890955338266384,0.7344169580805378,0.035799875975774546,1733
30.560741528868675,1.2173606953727556,11.322407618165016,1.9407616814817357,27,-1,435,10,2,sqrt,30,gini,balanced,False,"{'random_state': 27, 'n_jobs': -1, 'n_estimators': 435, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7433230377906976,0.761983020613108,0.7237047093174765,0.7207161771585139,0.6677499008985202,0.7677598110465116,0.7135162030919662,0.7678465248414377,0.6943458090334039,0.7282268140799542,0.6974772761778106,0.7451894489957718,0.7882222020348837,0.7641902954296602,0.7127383374861572,0.7874438424947148,0.7365270881556618,0.03388299507286056,1143
