mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_metric,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.009655237197875977,0.0016872882843017578,0.44860994815826416,0.007735848426818848,ball_tree,10,manhattan,-1,59,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 59, 'weights': 'uniform'}",0.589177229020979,0.5665418836805555,0.5778595563507672,0.011317672670211776,343
0.015381932258605957,0.007466435432434082,0.46112120151519775,0.05145919322967529,ball_tree,10,manhattan,-1,61,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 61, 'weights': 'uniform'}",0.5989729020979022,0.5568033854166666,0.5778881437572845,0.021084758340617793,334
0.012285470962524414,0.003470897674560547,0.409959077835083,0.013710260391235352,ball_tree,10,manhattan,-1,63,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 63, 'weights': 'uniform'}",0.5985622450466201,0.5720486111111112,0.5853054280788657,0.013256816967754492,199
0.011646747589111328,0.0048961639404296875,0.44652533531188965,0.054731130599975586,ball_tree,10,manhattan,-1,65,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 65, 'weights': 'uniform'}",0.5939448572261073,0.5741102430555555,0.5840275501408314,0.00991730708527594,244
0.01041567325592041,0.0021320581436157227,0.43054234981536865,0.0004888772964477539,ball_tree,10,manhattan,-1,67,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 67, 'weights': 'uniform'}",0.5955028044871795,0.580132378472222,0.5878175914797008,0.007685213007478764,163
0.01832890510559082,0.005629539489746094,0.34882378578186035,0.0010085105895996094,ball_tree,10,manhattan,-1,69,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 69, 'weights': 'uniform'}",0.5964679851398603,0.5829535590277778,0.5897107720838191,0.006757213056041267,100
0.009839177131652832,0.0034095048904418945,0.36070716381073,0.006317734718322754,ball_tree,10,manhattan,-1,71,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 71, 'weights': 'uniform'}",0.5970680361305363,0.57763671875,0.5873523774402681,0.009715658690268136,190
0.0171811580657959,0.0018968582153320312,0.32626211643218994,0.0154954195022583,ball_tree,10,manhattan,-1,73,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 73, 'weights': 'uniform'}",0.5961156031468532,0.5858018663194444,0.5909587347331489,0.005156868413704385,73
0.0131378173828125,0.0024857521057128906,0.3394308090209961,0.002742767333984375,ball_tree,10,manhattan,-1,75,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 75, 'weights': 'uniform'}",0.6002203525641026,0.5929904513888888,0.5966054019764957,0.0036149505876068577,19
0.015182733535766602,0.004759073257446289,0.30266356468200684,0.012103796005249023,ball_tree,10,manhattan,-1,77,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 77, 'weights': 'uniform'}",0.5899621212121212,0.5898437499999999,0.5899029356060606,5.9185606060663254e-05,91
0.009930968284606934,0.00038182735443115234,0.3087548017501831,0.00778043270111084,ball_tree,10,manhattan,-1,79,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 79, 'weights': 'uniform'}",0.5871895032051283,0.5887586805555554,0.5879740918803418,0.0007845886752135267,145
0.013235807418823242,0.003141164779663086,0.33491575717926025,0.043782830238342285,ball_tree,10,manhattan,-1,81,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 81, 'weights': 'uniform'}",0.5928503787878789,0.5875379774305556,0.5901941781092173,0.00265620067866168,82
0.00985860824584961,0.0005154609680175781,0.27974915504455566,0.0036118030548095703,ball_tree,10,manhattan,-1,83,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 83, 'weights': 'uniform'}",0.5892764787296036,0.593777126736111,0.5915268027328573,0.002250324003253701,64
0.009366273880004883,0.0009090900421142578,0.2859419584274292,0.0014249086380004883,ball_tree,10,manhattan,-1,85,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 85, 'weights': 'uniform'}",0.5903745993589742,0.5850423177083334,0.5877084585336538,0.0026661408253204066,172
0.013377547264099121,0.004466414451599121,0.2645775079727173,0.0010803937911987305,ball_tree,10,manhattan,-1,87,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 87, 'weights': 'uniform'}",0.589007867132867,0.5870496961805555,0.5880287816567112,0.0009790854761557721,136
0.007682323455810547,0.0015666484832763672,0.3022603988647461,0.01696181297302246,ball_tree,10,manhattan,-1,89,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 89, 'weights': 'uniform'}",0.5876475087412587,0.5806477864583334,0.584147647599796,0.003499861141462668,235
0.008058309555053711,0.0013225078582763672,0.28724098205566406,0.0022780895233154297,ball_tree,10,manhattan,-1,91,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 91, 'weights': 'uniform'}",0.5892373251748251,0.5741102430555555,0.5816737841151902,0.007563541059634804,280
0.011048674583435059,0.0006746053695678711,0.30805063247680664,0.00897836685180664,ball_tree,10,manhattan,-1,93,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 93, 'weights': 'uniform'}",0.5807728729603728,0.5696343315972222,0.5752036022787975,0.005569270681575311,379
0.007352709770202637,0.0008522272109985352,0.28141117095947266,0.01938176155090332,ball_tree,10,manhattan,-1,95,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 95, 'weights': 'uniform'}",0.5862980769230769,0.5718858506944444,0.5790919638087606,0.007206113114316237,316
0.012539148330688477,0.0038597583770751953,0.26581764221191406,0.0063860416412353516,ball_tree,10,manhattan,-1,97,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 97, 'weights': 'uniform'}",0.5745592948717946,0.5687934027777778,0.5716763488247862,0.0028829460470083945,415
0.0082244873046875,0.0019316673278808594,0.29148685932159424,0.001372694969177246,ball_tree,10,manhattan,-1,99,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 99, 'weights': 'uniform'}",0.5819046838578089,0.5660807291666665,0.5739927065122377,0.007911977345571197,397
0.007568001747131348,0.0005217790603637695,0.2944227457046509,0.004915356636047363,ball_tree,10,manhattan,-1,101,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 101, 'weights': 'uniform'}",0.5729612835081584,0.5678710937500001,0.5704161886290793,0.0025450948790791683,433
0.008614420890808105,0.0003725290298461914,0.28388071060180664,0.015327692031860352,ball_tree,10,manhattan,-1,103,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 103, 'weights': 'uniform'}",0.5713259396853145,0.57763671875,0.5744813292176573,0.003155389532342734,388
