mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_class_weight,param_l1_ratio,param_loss,param_max_iter,param_n_iter_no_change,param_penalty,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.21862614154815674,0.021648764610290527,0.06876397132873535,0.0006012916564941406,0.0001,balanced,0.55,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.55, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6098102418414918,0.5765516493055555,0.5931809455735236,0.016629296267968163,595
0.32351160049438477,0.006540536880493164,0.08421063423156738,0.001127004623413086,0.0001,balanced,0.55,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.55, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6123743444055944,0.5773111979166666,0.5948427711611305,0.01753157324446386,525
0.46580588817596436,0.013153672218322754,0.08122432231903076,0.0118025541305542,0.0001,balanced,0.55,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.55, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.6131646998834497,0.5777994791666666,0.5954820895250581,0.017682610358391526,492
0.13088560104370117,0.0036182403564453125,0.07168018817901611,0.0009025335311889648,0.0001,balanced,0.6,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.6, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6048677884615383,0.5796440972222221,0.5922559428418802,0.012611845619658113,629
0.20095205307006836,0.0013027191162109375,0.07742905616760254,0.00086212158203125,0.0001,balanced,0.6,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.6, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6044871794871794,0.5802408854166666,0.592364032451923,0.01212314703525641,625
0.329032301902771,0.00444948673248291,0.07952654361724854,0.009934782981872559,0.0001,balanced,0.6,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.6, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6056927447552448,0.5786675347222221,0.5921801397387334,0.013512605016511359,631
0.46747004985809326,0.0022608041763305664,0.09787893295288086,0.02371835708618164,0.0001,balanced,0.6,log,2500,150,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.6, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 150, 'penalty': 'elasticnet', 'random_state': 27}",0.6051354895104893,0.578125,0.5916302447552446,0.013505244755244672,645
0.12237107753753662,0.0017768144607543945,0.07496261596679688,0.006041765213012695,0.0001,balanced,0.65,log,2500,20,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.65, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 20, 'penalty': 'elasticnet', 'random_state': 27}",0.6139951194638694,0.5728081597222222,0.5934016395930458,0.020593479870823606,590
0.20008409023284912,0.0013152360916137695,0.07690739631652832,0.0038042068481445312,0.0001,balanced,0.65,log,2500,50,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.65, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 50, 'penalty': 'elasticnet', 'random_state': 27}",0.6148164335664336,0.572048611111111,0.5934325223387723,0.021383911227661256,589
0.33904290199279785,0.007893562316894531,0.08970773220062256,0.0012074708938598633,0.0001,balanced,0.65,log,2500,100,elasticnet,27,"{'alpha': 0.0001, 'class_weight': 'balanced', 'l1_ratio': 0.65, 'loss': 'log', 'max_iter': 2500, 'n_iter_no_change': 100, 'penalty': 'elasticnet', 'random_state': 27}",0.6135161713286713,0.5716145833333333,0.5925653773310022,0.020950793997669026,618
