start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:00.910000,0 days 00:00:00.930000,1.502089,-6.0325356,16.963245,0.045002032,-0.019559577,0.9383053,25.760468,-0.6519737,-15.433704,-18.993042,32.259415,0.067481354,1.313855,3.624248,-0.59055984,17.218836,481.1429,1358.077,-67.79473,1350.5742,974.09955,-70.02177,2547.0212,609.41003,-79.27396
0 days 00:00:00.920000,0 days 00:00:00.940000,1.1660928,-7.2003884,15.34969,0.036237236,-0.018222494,0.85812926,22.826162,4.3579793,-7.4419403,-15.726968,0.0,0.0,0.0,0.0,0.0,0.0,634.9703,1493.4506,-134.59398,1445.0137,1094.4481,-135.77614,2576.0774,645.00653,-141.14528
0 days 00:00:00.930000,0 days 00:00:00.950000,0.8211351,-3.9446347,10.305604,0.019599495,-0.006983631,0.7002456,12.184041,5.3563557,-2.1442823,-7.220386,0.0,0.0,0.0,0.0,0.0,0.0,698.4311,1426.5807,-201.0,1491.2067,1227.4674,-201.0,2544.3945,823.76984,-201.0
0 days 00:00:00.940000,0 days 00:00:00.960000,0.6478262,1.5491122,3.9012415,0.007654555,0.009471358,0.43173793,-1.8749666,1.2075162,0.8655646,-4.67446,0.0,0.0,0.0,0.0,0.0,0.0,799.17316,1280.4728,-201.0,1603.0573,1327.7526,-201.0,2581.6223,923.12177,-201.0
0 days 00:00:00.950000,0 days 00:00:00.970000,0.6038821,5.8554196,-0.35290042,-0.0030352708,0.01565871,0.19477247,-10.320571,0.9277976,1.4290353,-2.4856348,0.0,0.0,0.0,0.0,0.0,0.0,881.51495,1083.248,-201.0,1660.245,1675.889,-201.0,2536.3174,962.477,-201.0
0 days 00:00:00.960000,0 days 00:00:00.980000,0.58631533,1.7997159,4.3116574,-0.005140932,0.010396003,0.15477227,-6.1246314,4.5867653,5.28782,1.8650036,0.0,0.0,0.0,0.0,0.0,0.0,816.8615,1198.4014,-201.0,1642.5123,1516.3907,-201.0,2523.7112,947.9048,-201.0
0 days 00:00:00.970000,0 days 00:00:00.990000,0.40801182,-9.244829,17.768263,-0.03221812,0.007839709,0.1961913,3.880561,12.934735,14.65787,13.401301,0.0,0.0,0.0,0.0,0.0,0.0,591.3374,1335.9336,-201.0,1538.0273,1389.82,-201.0,2467.6794,1115.6675,-201.0
0 days 00:00:00.980000,0 days 00:00:01,0.22387326,-19.305754,29.785284,-0.05096331,0.01340152,0.16891582,10.52969,16.54045,19.031137,18.428026,0.0,0.0,0.0,0.0,0.0,0.0,586.258,1350.8793,-201.0,1626.2246,995.65283,-201.0,2628.9094,1040.4597,-201.0
0 days 00:00:00.990000,0 days 00:00:01.010000,0.04583439,-23.24508,34.383266,-0.055315707,0.015695622,0.10265854,10.916336,17.487734,18.896393,15.312451,0.0,0.0,0.0,0.0,0.0,0.0,848.8289,1422.7744,-201.0,1721.765,1506.9442,-201.0,2709.4553,1011.8924,-201.0
0 days 00:00:01,0 days 00:00:01.020000,0.114971675,-16.686056,25.66539,-0.03131691,0.010421014,0.052708168,12.054494,7.541994,11.316063,7.7278113,0.0,0.0,0.0,0.0,0.0,0.0,1058.8829,1283.3215,-201.0,1880.5856,1401.1177,-201.0,2872.0566,639.5886,-201.0
0 days 00:00:01.010000,0 days 00:00:01.030000,0.40409446,-9.986623,17.355812,-0.00045199072,-0.0021020132,0.18546979,12.783985,1.6987677,4.9699025,2.974137,0.0,0.0,0.0,0.0,0.0,0.0,789.2917,1402.9071,-201.0,1689.5248,1281.3307,-145.35126,2792.2507,1061.897,-142.92677
0 days 00:00:01.020000,0 days 00:00:01.040000,0.6089476,-5.132301,10.659916,0.003768888,-0.008914164,0.3377224,10.0149975,2.047345,12.542424,6.088138,33.12431,0.0,0.0,8.647032,29.233757,28.216127,824.9717,1715.0381,0.0,1608.6068,851.6336,-89.512856,2795.4365,1114.4266,-85.627266
0 days 00:00:01.030000,0 days 00:00:01.050000,0.77768636,-8.98356,15.92937,-0.00091634545,-0.008829673,0.6177623,8.5362015,12.941574,23.90928,12.416509,33.045086,0.0,0.0,8.700954,29.245459,29.612528,638.68,1740.6459,-16.115095,1477.8721,878.27594,-33.604023,2646.549,1246.5663,-28.51954
0 days 00:00:01.040000,0 days 00:00:01.060000,0.7822054,-14.306853,19.924452,0.0018608788,-0.004073874,0.7746873,11.146171,20.612343,35.265778,17.599504,32.834408,0.0,3.239324,8.501079,29.161194,32.036316,635.6641,1770.9111,-16.115095,1515.5873,936.28906,-33.79307,2604.196,906.7212,-30.500544
0 days 00:00:01.050000,0 days 00:00:01.070000,0.8697999,-21.230497,26.632431,0.019666934,-0.0027968716,0.76729846,20.351717,22.650076,35.038807,17.191675,32.517895,0.014142038,2.6195102,7.8493805,25.61413,34.116745,373.86963,1367.5914,0.0,1631.3906,818.85724,-35.7524,2630.7734,783.5179,-34.029636
0 days 00:00:01.060000,0 days 00:00:01.080000,0.8353843,-23.78575,29.323084,0.0302658,0.0005359349,0.7092712,26.523087,21.086193,30.338388,19.35983,32.250065,0.012584046,1.6740513,8.06728,21.186897,34.573513,379.50525,1352.0801,-13.610707,1597.978,882.33307,-34.65521,2620.9363,837.46313,-36.806927
0 days 00:00:01.070000,0 days 00:00:01.090000,0.6660089,-26.847435,36.265255,0.024698861,-0.005143669,0.7293021,33.423054,22.973394,23.678736,16.745949,32.044083,0.008712391,1.1264149,8.083638,16.596132,33.996166,384.05142,1368.8094,-13.610707,1543.0221,988.23895,-31.711706,2599.145,842.3747,-37.60023
0 days 00:00:01.080000,0 days 00:00:01.100000,0.51039815,-28.203268,38.6253,0.018652033,-0.00803122,0.65108854,39.301975,22.719421,17.865408,16.05442,31.813482,0.034776825,1.2428737,6.1998706,14.224032,34.538483,339.90747,1411.8022,0.0,1493.6451,1076.1311,-29.95341,2672.5168,1049.2653,-37.94971
0 days 00:00:01.090000,0 days 00:00:01.110000,0.4613192,-26.9467,37.558025,0.019778095,-0.01433716,0.4799981,41.645008,20.659548,14.022592,11.039109,31.678642,0.04743121,1.7917397,4.568556,13.342472,34.9199,527.0759,1457.0981,-101.73361,1713.8861,1111.0121,-86.95944,2990.1028,1157.4525,-92.28015
0 days 00:00:01.100000,0 days 00:00:01.120000,0.4788489,-21.885193,33.553802,0.028180504,-0.011652582,0.29517213,42.99651,14.091286,11.492032,8.913407,0.0,0.0,0.0,0.0,0.0,0.0,557.04895,1345.5652,-134.8224,1649.1371,981.90656,-145.36266,2899.943,1030.6665,-147.57907
0 days 00:00:01.110000,0 days 00:00:01.130000,0.43395987,-17.553053,35.427994,0.022477815,-0.009378723,0.35230836,43.432617,13.417721,7.572794,6.622715,0.0,0.0,0.0,0.0,0.0,0.0,543.5982,1325.1095,-201.0,1507.0883,938.2585,-201.0,2723.8835,809.38556,-201.0
0 days 00:00:01.120000,0 days 00:00:01.140000,0.32626984,-14.54572,36.007854,0.0049290084,-0.0009804778,0.37795472,42.925343,12.401584,5.512213,8.323382,0.0,0.0,0.0,0.0,0.0,0.0,332.44574,1375.9232,-201.0,1184.1366,926.8283,-201.0,2303.3745,655.7277,-201.0
0 days 00:00:01.130000,0 days 00:00:01.150000,0.24126922,-8.764753,34.9371,0.0011100961,0.009219311,0.29672983,37.807064,6.6252894,-5.087576,4.9404197,0.0,0.0,0.0,0.0,0.0,0.0,354.8619,1379.1342,-201.0,1230.3387,921.38214,-201.0,2446.8865,736.1211,-201.0
0 days 00:00:01.140000,0 days 00:00:01.160000,0.26776484,-4.0727696,25.126226,0.011416297,0.01284622,0.20969273,29.979858,-6.956287,-11.468389,-2.519099,0.0,0.0,0.0,0.0,0.0,0.0,394.5266,1276.462,-201.0,1300.6423,921.43243,-201.0,2486.5464,757.65094,-201.0
0 days 00:00:01.150000,0 days 00:00:01.170000,0.30673388,-0.04665939,19.367182,0.016287634,0.014574215,0.13670056,24.002157,-16.263697,-18.240746,-10.858986,0.0,0.0,0.0,0.0,0.0,0.0,437.0194,1091.6085,-201.0,1360.7909,850.01996,-201.0,2556.185,680.35736,-201.0
0 days 00:00:01.160000,0 days 00:00:01.180000,0.3777152,-1.192185,15.956799,0.013502696,0.008986404,0.120717786,23.583075,-22.785416,-17.10697,-13.894325,0.0,0.0,0.0,0.0,0.0,0.0,435.988,973.606,-201.0,1353.4437,824.65283,-201.0,2455.1174,616.1006,-201.0
0 days 00:00:01.170000,0 days 00:00:01.190000,0.52132034,-1.2524229,20.379333,0.018169852,0.009860278,0.22720976,28.223877,-22.03414,-18.872623,-10.251187,0.0,0.0,0.0,0.0,0.0,0.0,447.98608,1052.871,-136.03876,1365.8082,925.97723,-133.80045,2464.5059,746.01337,-140.51192
0 days 00:00:01.180000,0 days 00:00:01.200000,1.0243014,-1.1964521,22.309603,0.026872573,0.0037212635,0.64959234,30.850836,-23.170393,-19.187967,-9.575839,32.51514,0.0,0.0,-2.2282295,1.54373,16.409798,439.8506,1236.7643,-71.029816,1397.6466,1063.2792,-68.177635,2528.1057,895.3203,-80.89591
0 days 00:00:01.190000,0 days 00:00:01.210000,1.5593044,-0.39911544,21.61846,0.03234097,-0.00035284553,1.01969,31.92566,-21.924637,-16.834856,-6.9072127,33.136135,0.0,0.0,-1.2214602,0.46685186,16.194084,452.07962,1401.4058,-6.4148335,1448.6146,1162.423,-4.164274,2617.1458,945.47516,-21.535143
0 days 00:00:01.200000,0 days 00:00:01.220000,1.8255409,-0.38385704,19.576782,0.033974633,-0.0046157097,1.3046368,31.04481,-20.876413,-13.663044,-4.7477612,34.174046,0.0,2.5155053,0.7240348,-1.3854923,14.700199,571.26904,1421.3556,-8.184349,1525.0542,1149.0138,-8.913363,2615.315,882.83496,-21.684591
0 days 00:00:01.210000,0 days 00:00:01.230000,1.7303036,-2.2644584,18.319563,0.031244664,-0.007869171,1.1611882,30.443228,-17.545782,-8.513516,-3.4644518,35.37009,0.09272472,2.6060243,2.7768896,-1.5039495,12.157623,573.0163,1408.5616,-8.347209,1509.7389,1154.2828,-16.028944,2526.794,953.2443,-19.304876
0 days 00:00:01.220000,0 days 00:00:01.240000,1.6029783,-5.058596,17.447235,0.030032134,-0.012458448,1.0259631,27.662039,-13.009346,-3.0614135,-4.9336963,36.299244,0.09272472,2.7870624,4.6068687,0.62627155,12.215749,569.3364,1392.9354,-7.760416,1528.4447,1197.1864,-21.226233,2457.59,1319.0396,-18.776209
0 days 00:00:01.230000,0 days 00:00:01.250000,1.5765796,-7.5642743,15.332787,0.032768782,-0.017794998,0.8304265,22.616377,-9.030026,2.5772002,-9.96198,37.07858,0.09272472,2.7870624,6.4068437,5.279737,13.254954,448.33484,1343.1216,-5.0862503,1518.5052,1163.381,-26.329737,2551.6655,1364.6498,-18.341206
0 days 00:00:01.240000,0 days 00:00:01.260000,1.5022697,-9.274364,14.830338,0.041560426,-0.022851087,0.7302554,18.349815,-3.7129307,6.460096,-14.799828,37.74306,0.09272472,2.7870624,7.992251,11.220992,16.584852,443.01907,1281.556,-4.188255,1557.9331,1144.018,-28.478058,2561.6755,1256.7749,-20.773108
0 days 00:00:01.250000,0 days 00:00:01.270000,1.3818139,-10.93618,15.829726,0.054148465,-0.022206865,0.61428076,15.194238,2.451132,9.456714,-17.366796,38.28357,0.06971321,1.8835846,9.268906,17.145054,15.428498,419.5372,1217.3628,-3.585049,1580.5006,1058.3159,-30.843554,2528.2258,981.49854,-19.323256
0 days 00:00:01.260000,0 days 00:00:01.280000,1.2813791,-12.031878,17.25676,0.054242615,-0.022039691,0.5161439,14.220773,5.5312786,14.884435,-18.687796,38.699265,0.041507572,1.141112,10.447328,20.428183,14.841248,472.92087,1268.9042,0.0,1627.4594,964.7881,-26.38292,2474.2522,937.47516,-20.114525
0 days 00:00:01.270000,0 days 00:00:01.290000,1.2500172,-12.118264,16.956102,0.0564169,-0.02309076,0.4407901,12.786682,6.882168,18.631119,-14.999705,38.983715,0.014806422,0.33671036,11.778339,21.395048,12.863801,465.22336,1229.5148,-7.5378704,1667.903,777.4973,-26.212133,2549.7644,964.74506,-20.366371
0 days 00:00:01.280000,0 days 00:00:01.300000,1.1857628,-11.750548,15.404323,0.05353333,-0.024442278,0.4315845,11.768321,6.485007,20.807535,-9.690778,39.081806,0.010029975,0.44801807,12.445175,19.762356,13.081436,469.7423,1458.2998,0.0,1692.5768,612.8474,-25.42256,2671.4812,817.7972,-23.585848
0 days 00:00:01.290000,0 days 00:00:01.310000,1.0570031,-11.877647,14.202118,0.055079404,-0.021006607,0.3704032,11.322769,6.9427047,17.492262,0.17352422,39.009613,0.0083367275,0.455954,11.497341,17.931475,13.249711,411.91562,1611.1725,0.0,1675.9756,600.1689,-28.250566,2711.153,771.78156,-26.708902
0 days 00:00:01.300000,0 days 00:00:01.320000,0.83582926,-14.824077,18.1822,0.044555485,-0.01555149,0.34862483,12.479695,10.595944,16.889238,8.455101,38.955437,0.0061944574,0.4970023,10.652702,16.779646,13.570374,386.72427,1811.2997,-108.7011,1687.4736,670.0369,-84.78025,2731.4119,720.4655,-86.02088
0 days 00:00:01.310000,0 days 00:00:01.330000,0.6291837,-16.243677,23.017847,0.03318284,-0.013242967,0.33887425,11.647423,14.938458,17.961618,14.657692,0.0,0.0,0.0,0.0,0.0,0.0,358.90317,1575.441,-139.4674,1610.7489,674.9421,-142.0204,2656.211,796.6008,-144.14069
0 days 00:00:01.320000,0 days 00:00:01.340000,0.52017933,-12.734403,21.056448,0.016503707,-0.01081679,0.3767787,5.57577,18.085066,17.66297,13.374188,0.0,0.0,0.0,0.0,0.0,0.0,275.53268,1435.5458,-201.0,1491.3408,596.6899,-201.0,2535.6975,766.52606,-201.0
0 days 00:00:01.330000,0 days 00:00:01.350000,0.5266173,-3.7721643,12.866642,0.010226243,-0.0063003954,0.30933097,-5.8205447,14.863849,12.033291,11.114944,0.0,0.0,0.0,0.0,0.0,0.0,347.1915,1285.767,-201.0,1350.0182,553.3984,-201.0,2447.5222,749.14923,-201.0
0 days 00:00:01.340000,0 days 00:00:01.360000,0.5812595,2.8300126,4.2648864,0.008164736,-0.0055010375,0.20245016,-14.530346,10.294005,0.3872849,5.671554,0.0,0.0,0.0,0.0,0.0,0.0,388.85928,1210.1522,-201.0,1331.5089,576.2285,-201.0,2426.4817,668.66815,-201.0
0 days 00:00:01.350000,0 days 00:00:01.370000,0.64876884,7.274887,0.2324787,0.015564802,-0.00050283194,0.12411728,-21.171392,7.471554,-6.17539,4.562933,0.0,0.0,0.0,0.0,0.0,0.0,461.23917,1129.9796,-201.0,1325.8755,665.44403,-201.0,2424.3298,703.36395,-201.0
0 days 00:00:01.360000,0 days 00:00:01.380000,0.69115955,7.506017,-1.4926554,0.027983785,0.0006564876,0.11076295,-20.90501,7.3508267,-9.895846,2.6323683,0.0,0.0,0.0,0.0,0.0,0.0,620.3387,2224.8127,-201.0,1333.16,797.55566,-201.0,2426.6448,825.60034,-201.0
0 days 00:00:01.370000,0 days 00:00:01.390000,0.7121954,10.531835,-4.486325,0.026217675,0.011595738,0.11560446,-23.160536,7.1287637,-9.313308,3.6459723,0.0,0.0,0.0,0.0,0.0,0.0,657.5984,2215.667,-201.0,1363.3271,942.3525,-201.0,2454.7637,910.2242,-201.0
0 days 00:00:01.380000,0 days 00:00:01.400000,0.8040764,12.843975,-4.798081,0.030120969,0.0107830195,0.18964867,-23.009607,4.4371395,-6.932093,-2.1267002,0.0,0.0,0.0,0.0,0.0,0.0,907.8377,2135.049,-201.0,1695.8335,1031.385,-201.0,2707.8674,918.1872,-201.0
0 days 00:00:01.390000,0 days 00:00:01.410000,0.93379426,17.721716,-9.940985,0.030520953,0.014285918,0.3023783,-26.488731,1.3549358,-0.86703366,-10.652354,0.0,0.0,0.0,0.0,0.0,0.0,695.5373,1047.4432,-201.0,1710.056,931.1423,-201.0,2682.249,868.6196,-201.0
0 days 00:00:01.400000,0 days 00:00:01.420000,1.1068168,21.609575,-13.756999,0.03600934,0.011033229,0.46408036,-28.453226,0.78489846,9.629734,-21.366701,0.0,0.0,0.0,0.0,0.0,0.0,850.3736,886.76166,-201.0,1912.8605,804.4056,-201.0,2880.262,848.24316,-201.0
0 days 00:00:01.410000,0 days 00:00:01.430000,1.1947552,24.47509,-17.86432,0.021962581,0.010946288,0.54796296,-33.729736,-1.3158638,15.419141,-27.118729,0.0,0.0,0.0,0.0,0.0,0.0,715.1289,654.9637,-201.0,1839.2632,750.7339,-201.0,2791.4744,1136.632,-201.0
0 days 00:00:01.420000,0 days 00:00:01.440000,1.2117921,25.594116,-19.771622,0.022702442,0.009341899,0.591685,-35.943867,-2.2876484,16.976763,-31.743622,0.0,0.0,0.0,0.0,0.0,0.0,860.61255,654.75824,-201.0,1969.4935,879.7581,-201.0,2969.331,1344.3289,-201.0
0 days 00:00:01.430000,0 days 00:00:01.450000,1.282101,26.79761,-20.287127,0.01802771,0.01342582,0.64094,-38.233356,-9.437661,15.529513,-31.867678,0.0,0.0,0.0,0.0,0.0,0.0,621.3162,736.55096,-201.0,1873.4728,1106.7975,-201.0,2803.2803,1593.0963,-201.0
0 days 00:00:01.440000,0 days 00:00:01.460000,1.3424706,27.938047,-20.251799,0.022295969,0.017668577,0.7156597,-36.21987,-12.688586,18.584211,-26.127321,0.0,0.0,0.0,0.0,0.0,0.0,496.72745,817.0992,-201.0,1835.2025,1163.1075,-201.0,2814.5645,1538.6313,-201.0
0 days 00:00:01.450000,0 days 00:00:01.470000,1.3491077,26.838236,-16.460087,0.020621574,0.020159207,0.7373169,-33.47734,-15.16451,18.807045,-21.655416,0.0,0.0,0.0,0.0,0.0,0.0,528.3645,662.7369,-201.0,2017.1694,1044.8354,-201.0,2953.046,1330.9674,-201.0
0 days 00:00:01.460000,0 days 00:00:01.480000,1.2056412,22.208609,-11.688546,0.025838546,0.019554945,0.6282125,-26.609365,-14.934559,18.49493,-16.764765,0.0,0.0,0.0,0.0,0.0,0.0,745.5474,632.0076,-201.0,2114.2454,886.1872,-201.0,3072.9758,1198.0096,-201.0
0 days 00:00:01.470000,0 days 00:00:01.490000,0.8981641,15.738372,-6.0924354,0.010741661,0.024941599,0.47024155,-17.597708,-16.60747,16.970194,-10.626216,0.0,0.0,0.0,0.0,0.0,0.0,897.36066,727.9864,-201.0,2091.2705,902.3558,-201.0,3014.5813,1011.69257,-201.0
0 days 00:00:01.480000,0 days 00:00:01.500000,0.5938261,8.576894,2.6201885,-0.01693955,0.0362613,0.31458667,-6.4153028,-22.389528,15.773189,-1.055469,0.0,0.0,0.0,0.0,0.0,0.0,798.64886,702.64374,-201.0,1836.3154,1124.1782,-201.0,2690.6475,1038.7059,-201.0
0 days 00:00:01.490000,0 days 00:00:01.510000,0.32872984,7.8980765,4.7968497,-0.026917368,0.045895886,0.20659572,-1.5761257,-27.319998,17.215761,4.250665,0.0,0.0,0.0,0.0,0.0,0.0,665.3455,628.7804,-201.0,1688.524,1213.6732,-201.0,2504.5627,968.08185,-201.0
0 days 00:00:01.500000,0 days 00:00:01.520000,0.23610242,5.8726363,7.4239287,-0.020236546,0.046356276,0.10948334,-1.4992361,-27.637236,15.863721,4.650822,0.0,0.0,0.0,0.0,0.0,0.0,647.4104,615.3147,-136.96843,1686.3896,1362.4886,-137.55318,2447.9592,997.98047,-140.61151
0 days 00:00:01.510000,0 days 00:00:01.530000,0.27584362,8.519459,4.6590943,0.0070459084,0.03746272,0.07590874,-4.247442,-24.35444,11.610863,1.1514107,25.267887,0.0,0.0,1.8111922,6.5419183,17.811924,612.20465,789.7054,-71.843834,1621.1012,1327.8236,-74.22175,2441.6953,1054.0768,-80.9808
0 days 00:00:01.520000,0 days 00:00:01.540000,0.38965234,3.1863449,8.274816,0.020635286,0.023163592,0.10693256,0.75481385,-13.167882,10.651559,-1.1674398,25.149078,0.0,0.0,1.3337122,6.8511415,19.136726,568.0819,1275.7872,-7.535727,1427.7697,1220.849,-10.872948,2427.1643,908.5157,-22.38939
0 days 00:00:01.530000,0 days 00:00:01.550000,0.5476001,-2.059858,12.568577,0.02521567,0.0033143305,0.21946406,11.71618,-3.6072247,7.94322,-7.8828735,24.803259,0.0,0.0,1.0089031,7.0688877,20.791817,704.23773,1389.3076,-7.3452506,1654.0133,945.6775,-14.9916115,2740.166,920.04346,-24.58013
0 days 00:00:01.540000,0 days 00:00:01.560000,0.75357467,-7.4976635,17.346357,0.013450594,-0.008323476,0.32392037,22.321283,2.748332,6.9449944,-9.353665,24.405233,0.0,0.0,0.7709217,7.0737777,19.8887,686.7552,1375.8081,-9.147048,1674.7113,850.5218,-14.718875,2818.0232,859.4467,-24.78199
0 days 00:00:01.550000,0 days 00:00:01.570000,0.9709282,-8.137418,20.174124,0.00027838687,-0.0130614685,0.39278117,27.029062,0.75393486,-1.1946998,-8.020566,24.182203,0.0,3.1035624,0.9157479,7.4838943,17.936304,695.17035,1128.3794,-10.209527,1760.9956,887.48737,-15.550279,2842.8635,928.46173,-23.45765
0 days 00:00:01.560000,0 days 00:00:01.580000,1.0978669,-6.992002,19.326674,0.0013090544,-0.011699592,0.38725185,26.612566,-1.8511304,-4.3073077,-6.7652497,24.180862,0.025803717,2.5609944,1.2687898,8.192071,16.971512,444.1263,1129.6447,-10.833909,1343.1959,973.9079,-11.082366,2454.0503,844.46967,-21.935083
0 days 00:00:01.570000,0 days 00:00:01.590000,1.1301593,-7.2013297,19.035019,0.0033471435,-0.016202906,0.34562245,24.30159,-1.8656006,-2.1253445,-7.179094,24.170023,0.030305527,1.9540192,1.5947853,8.3934555,19.149696,442.64502,1083.0344,-10.229308,1350.1134,944.7242,-10.612599,2385.7854,769.0467,-22.724655
0 days 00:00:01.580000,0 days 00:00:01.600000,1.1079153,-7.6900315,17.778181,0.005227586,-0.01930703,0.3484367,23.397554,-1.2739354,2.370213,-9.773538,24.032492,0.035373494,1.3578342,2.0714636,6.8639984,22.099045,442.67053,1091.4911,-9.292575,1368.6691,941.8445,-8.289081,2378.0498,772.9129,-24.325027
0 days 00:00:01.590000,0 days 00:00:01.610000,1.1264576,-7.3652396,18.516634,0.0034435277,-0.018019969,0.36714065,24.382675,-0.04848504,0.47209296,-8.657944,23.649803,0.033120032,1.1491097,1.2825286,4.7515798,25.40596,472.5265,1247.6744,-7.4164295,1427.2656,1011.06396,-6.896553,2412.3423,828.4751,-26.769707
0 days 00:00:01.600000,0 days 00:00:01.620000,1.1411875,-6.2452354,19.44722,0.007619833,-0.014873969,0.40763664,26.198097,0.008606434,-0.98383623,-4.389012,23.15909,0.029496482,1.0647235,0.96656704,2.788578,28.6458,468.59387,1244.7357,-6.3067155,1429.3422,967.96063,-6.805988,2451.9358,893.26294,-29.44782
0 days 00:00:01.610000,0 days 00:00:01.630000,1.0787748,-6.3673368,22.041056,0.008973521,-0.016478157,0.41895768,28.077888,3.0677478,-3.8590844,0.9183603,22.643417,0.028383225,1.0503315,1.7113165,1.7965087,30.364222,457.97415,1208.0728,-5.522389,1421.1761,894.55304,-13.160744,2483.1853,876.4917,-31.005785
0 days 00:00:01.620000,0 days 00:00:01.640000,0.91504055,-8.1988325,24.353312,0.012369045,-0.02119094,0.41454503,29.596998,6.3415275,-1.6794773,4.0264244,22.388002,0.019783216,0.8063677,4.178299,1.5382477,31.750845,420.0024,1082.3402,-6.1878715,1395.5887,782.0156,-21.657614,2625.9705,992.5555,-32.6154
0 days 00:00:01.630000,0 days 00:00:01.650000,0.66181964,-13.68189,26.427946,0.005218134,-0.025339618,0.39167485,33.41422,11.674808,3.45421,3.905964,22.381845,0.027540907,0.61963916,5.969359,2.1117373,33.09,574.6535,1156.2235,-12.452741,1628.6212,774.2203,-30.027514,2940.2957,978.58545,-34.552155
0 days 00:00:01.640000,0 days 00:00:01.660000,0.456116,-19.375092,28.560736,-0.001030896,-0.023095667,0.26827288,37.384243,14.960129,9.186563,5.317049,22.522604,0.04007237,1.8862828,6.7267594,3.1538038,36.658604,730.2851,1276.8306,-18.581078,1853.8639,835.72504,-33.24293,3193.006,1060.8131,-38.83234
0 days 00:00:01.650000,0 days 00:00:01.670000,0.3323345,-23.459772,30.847534,-0.007735194,-0.016091814,0.15187453,39.26475,17.537222,15.308342,7.466497,22.686485,0.041947704,2.1097882,6.7830105,3.7890036,36.27634,674.0462,1508.0518,-17.771107,1912.5995,1057.6244,-35.646614,3085.1116,1159.5862,-39.306522
0 days 00:00:01.660000,0 days 00:00:01.680000,0.30438218,-23.79817,33.10434,-0.005821958,-0.0123082595,0.07050342,37.994545,18.67109,17.652262,9.405454,22.825617,0.026237004,2.2008781,6.4975495,3.6670997,36.40162,694.68756,1625.4443,-18.046339,1915.2423,1170.6804,-36.197575,3083.0886,1346.9662,-40.759903
0 days 00:00:01.670000,0 days 00:00:01.690000,0.2931492,-23.548616,34.660313,-0.0034155853,-0.013411164,0.05887894,35.999287,20.412886,19.408195,7.292705,22.88601,0.010417253,1.1120101,5.9359946,2.8657062,33.808746,725.71857,1685.0537,-18.154541,1965.358,1314.0602,-36.01985,3116.4944,1424.3754,-40.013016
0 days 00:00:01.680000,0 days 00:00:01.700000,0.2825644,-24.04397,34.885696,-0.00459706,-0.01580553,0.058430333,35.14411,21.138254,20.441021,6.5947337,22.71905,0.009498722,1.0284017,4.9376435,1.8782802,32.2235,999.3616,1579.5654,-25.049395,2100.0054,1277.7013,-33.235477,3365.575,1257.0907,-40.66055
0 days 00:00:01.690000,0 days 00:00:01.710000,0.26303646,-24.412153,34.6164,-0.01073249,-0.011255455,0.06939653,34.22116,20.70999,19.435587,7.6888123,22.617989,0.011958347,0.82221156,4.3539386,1.3698459,29.691626,964.44806,1527.348,-83.54641,2054.7627,1256.1368,-88.479126,3289.6228,1046.3949,-93.23159
0 days 00:00:01.700000,0 days 00:00:01.720000,0.2329012,-23.418203,34.199978,-0.013087141,-0.0059794206,0.10072055,31.43789,18.676315,15.610509,11.209957,0.0,0.0,0.0,0.0,0.0,0.0,852.9605,1625.2476,-142.27657,1872.5394,1151.5424,-143.92757,3173.9844,828.55634,-146.45569
0 days 00:00:01.710000,0 days 00:00:01.730000,0.21321791,-21.431442,32.352425,-0.014646596,-0.008970934,0.11710163,28.885553,17.31434,6.463589,8.429086,0.0,0.0,0.0,0.0,0.0,0.0,663.9537,1731.2491,-201.0,1527.193,1310.46,-201.0,2755.2087,771.0778,-201.0
0 days 00:00:01.720000,0 days 00:00:01.740000,0.21996804,-18.170382,27.3015,-0.010657367,-0.017036093,0.11099198,27.665854,10.370806,1.5260035,2.7056482,0.0,0.0,0.0,0.0,0.0,0.0,535.6088,1619.5146,-201.0,1353.2997,1362.9127,-201.0,2519.3225,951.03107,-201.0
0 days 00:00:01.730000,0 days 00:00:01.750000,0.3155296,-8.657941,17.588198,0.0039741057,-0.012562201,0.12506135,21.79925,-3.5245693,2.2348454,-0.35789967,0.0,0.0,0.0,0.0,0.0,0.0,672.61835,1354.535,-201.0,1435.958,1522.333,-201.0,2361.0442,1241.0585,-201.0
0 days 00:00:01.740000,0 days 00:00:01.760000,0.36569762,-1.8289913,9.903853,0.0125406785,-0.00091774296,0.13022967,15.23339,-15.576922,8.193099,-0.78824115,0.0,0.0,0.0,0.0,0.0,0.0,662.5776,1193.6293,-201.0,1562.9938,1267.1515,-201.0,2415.6956,1317.9196,-201.0
