AU01_r_mean,AU01_r_stddevNorm,AU01_r_percentile20.0,AU01_r_percentile50.0,AU01_r_percentile80.0,AU01_r_iqr60_80-20,AU01_r_numPeaks,AU02_r_mean,AU02_r_stddevNorm,AU02_r_percentile20.0,AU02_r_percentile50.0,AU02_r_percentile80.0,AU02_r_iqr60_80-20,AU02_r_numPeaks,AU04_r_mean,AU04_r_stddevNorm,AU04_r_percentile20.0,AU04_r_percentile50.0,AU04_r_percentile80.0,AU04_r_iqr60_80-20,AU04_r_numPeaks,AU05_r_mean,AU05_r_stddevNorm,AU05_r_percentile20.0,AU05_r_percentile50.0,AU05_r_percentile80.0,AU05_r_iqr60_80-20,AU05_r_numPeaks,AU06_r_mean,AU06_r_stddevNorm,AU06_r_percentile20.0,AU06_r_percentile50.0,AU06_r_percentile80.0,AU06_r_iqr60_80-20,AU06_r_numPeaks,AU07_r_mean,AU07_r_stddevNorm,AU07_r_percentile20.0,AU07_r_percentile50.0,AU07_r_percentile80.0,AU07_r_iqr60_80-20,AU07_r_numPeaks,AU09_r_mean,AU09_r_stddevNorm,AU09_r_percentile20.0,AU09_r_percentile50.0,AU09_r_percentile80.0,AU09_r_iqr60_80-20,AU09_r_numPeaks,AU10_r_mean,AU10_r_stddevNorm,AU10_r_percentile20.0,AU10_r_percentile50.0,AU10_r_percentile80.0,AU10_r_iqr60_80-20,AU10_r_numPeaks,AU12_r_mean,AU12_r_stddevNorm,AU12_r_percentile20.0,AU12_r_percentile50.0,AU12_r_percentile80.0,AU12_r_iqr60_80-20,AU12_r_numPeaks,AU14_r_mean,AU14_r_stddevNorm,AU14_r_percentile20.0,AU14_r_percentile50.0,AU14_r_percentile80.0,AU14_r_iqr60_80-20,AU14_r_numPeaks,AU15_r_mean,AU15_r_stddevNorm,AU15_r_percentile20.0,AU15_r_percentile50.0,AU15_r_percentile80.0,AU15_r_iqr60_80-20,AU15_r_numPeaks,AU17_r_mean,AU17_r_stddevNorm,AU17_r_percentile20.0,AU17_r_percentile50.0,AU17_r_percentile80.0,AU17_r_iqr60_80-20,AU17_r_numPeaks,AU20_r_mean,AU20_r_stddevNorm,AU20_r_percentile20.0,AU20_r_percentile50.0,AU20_r_percentile80.0,AU20_r_iqr60_80-20,AU20_r_numPeaks,AU23_r_mean,AU23_r_stddevNorm,AU23_r_percentile20.0,AU23_r_percentile50.0,AU23_r_percentile80.0,AU23_r_iqr60_80-20,AU23_r_numPeaks,AU25_r_mean,AU25_r_stddevNorm,AU25_r_percentile20.0,AU25_r_percentile50.0,AU25_r_percentile80.0,AU25_r_iqr60_80-20,AU25_r_numPeaks,AU26_r_mean,AU26_r_stddevNorm,AU26_r_percentile20.0,AU26_r_percentile50.0,AU26_r_percentile80.0,AU26_r_iqr60_80-20,AU26_r_numPeaks,AU45_r_mean,AU45_r_stddevNorm,AU45_r_percentile20.0,AU45_r_percentile50.0,AU45_r_percentile80.0,AU45_r_iqr60_80-20,AU45_r_numPeaks,target,group
0.0197911855545397,0.415045094284358,0,0.166666666666667,0.0170731707317074,0.0170731707317074,0.283018867924528,0.0631778188701064,0.390415362428914,0,0,0.0426439232409382,0.0426439232409382,0.205128205128205,0,0,0,0,0,0,0,0.123389406569578,0.690202298118575,0,0,0.15625,0.15625,0.233333333333333,0.213619433904662,0.0433500961181627,0.115384615384615,0.121896162528217,0.223938223938224,0.182982616651418,0.225,0.3008832976025,0.0413969165012802,0.221306277742549,0.272988505747126,0.343814432989691,0.213566151779718,0.245614035087719,0.136679549257722,0.646299508421205,0,0,0.0375939849624059,0.0375939849624059,0.133333333333333,0.0629015825579026,0.140614095883435,0,0.00440528634361233,0.105050505050505,0.163350785340314,0.171875,0.0811267244145011,0.13288427303698,0,0.0116731517509728,0.13134328358209,0.151724137931035,0.268292682926829,0.0106108844580342,0.213471842933326,0,0,0.00941176470588235,0.0161290322580645,0.176470588235294,0.119989799975218,0.313592128944483,0,0.2,0.110782865583456,0.110782865583456,0.292682926829268,0.0504205499421907,0.250428326049011,0.254545454545455,0.0323741007194245,0.034965034965035,0.032967032967033,0.382978723404255,0.125175636648192,0.29398006323249,0,0,0.123711340206186,0.123711340206186,0.282051282051282,0.0926285389377019,0.282187153801169,0,0,0.107667210440457,0.107667210440457,0.214285714285714,0.140697055072367,0.440137405051935,0,0.0391459074733096,0.211887727022565,0.214912280701754,0.125,0.215690219090874,0.348604246885949,0,0.0727272727272727,0.342451874366768,0.343117408906883,0.232558139534884,0.113287782281413,0.509097065830149,0,0.166666666666667,0.0608695652173915,0.0608695652173915,0.175,18,0
0.156270734513746,0.453756504142858,0,0,0.142276422764228,0.142276422764228,0.283018867924528,0.143490913071668,0.494554319539845,0,0,0.0746268656716418,0.0746268656716418,0.256410256410256,0,0,0,0,0,0,0,0.161835939351589,0.633285825095573,0,0,0.265625,0.265625,0.466666666666667,0.204812156266496,0.0626363024503178,0.00641025641025641,0.135440180586907,0.181467181467181,0.210430009149131,0.4,0.216510255496196,0.0754307851366153,0.0412175015852885,0.244252873563218,0.291237113402062,0.335795836131632,0.578947368421053,0.104122916041293,0.417788668867871,0,0,0.0939849624060149,0.0939849624060149,0.7,0.143849205293064,0.0735148066587465,0,0.13215859030837,0.162962962962963,0.253403141361257,0.453125,0.123692602906701,0.155815817938819,0,0.00778210116731518,0.246268656716418,0.28448275862069,0.170731707317073,0.0253952163739377,0.156006125245914,0,0.00493827160493827,0.0305882352941176,0.0524193548387097,0.372549019607843,0.0279206353941085,0.0973572983867796,0,0.6,0.0295420974889217,0.0295420974889217,0.780487804878049,0.100629370265718,0.620084353955884,0.272727272727273,0.0179856115107914,0.102397602397602,0.0999000999000999,0.234042553191489,0.0621265308334256,0.180386892909382,0,0.5,0.065979381443299,0.065979381443299,0.794871794871795,0.246186058444967,0.380706297778821,0,0,0.264274061990212,0.264274061990212,0.238095238095238,0.168271442256377,0.565398621228472,0,0.0462633451957295,0.23115024766098,0.234100877192982,0.178571428571429,0.119682755663943,0.461765865869779,0.75,0.0424242424242424,0.133738601823708,0.119433198380567,0.302325581395349,0.254295687340832,0.565755916307172,0,0,0.0547314578005115,0.0547314578005115,0.125,18,0
0.138914607050054,0.554041561755152,0,0,0.117886178861789,0.117886178861789,0.264150943396226,0.167399226767484,0.468624228366861,0,0,0.106609808102345,0.106609808102345,0.333333333333333,0,0,0,0,0,0,0,0.143347218358564,0.500766962058674,0,0,0.375000000000001,0.375000000000001,0.4,0.169237909462193,0.0755226064676058,0,0.072234762979684,0.154440154440154,0.182982616651418,0.35,0.176134096791638,0.0706260851940424,0.0792644261255549,0.158045977011494,0.22680412371134,0.211551376762928,0.508771929824561,0.184212578163935,0.538792131523933,0,0,0.112781954887218,0.112781954887218,0.366666666666667,0.246616065935082,0.066135067181582,0.00640204865556978,0.246696035242291,0.296296296296296,0.455497382198953,0.375,0.184674355927722,0.112976965033225,0,0.116731517509728,0.276119402985075,0.318965517241379,0.24390243902439,0.0483944832400937,0.111882190119638,0.00388198757763975,0.0222222222222222,0.0823529411764706,0.137096774193548,0.313725490196078,0.0970331721800459,0.350575045740235,0,0.4,0.0960118168389956,0.0960118168389956,0.439024390243902,0.112642081389506,0.371638795440358,0.2,0.0359712230215827,0.13986013986014,0.139360639360639,0.297872340425532,0.114702474068197,0.373642049941411,0,0,0.103092783505155,0.103092783505155,0.435897435897436,0.165640363244967,0.548662554663929,0,0,0.130505709624796,0.130505709624796,0.142857142857143,0.34009153341093,0.140668066443189,0,0.316725978647687,0.393505778756192,0.395833333333333,0.339285714285714,0.117350052511895,0.449649833332789,0,0.0606060606060606,0.121580547112462,0.12246963562753,0.395348837209302,0.198749879759859,0.708302514922522,0,0,0.0583120204603581,0.0583120204603581,0.275,18,0
0.0619963759893262,0.400991221309765,0,0,0.0609756097560976,0.0609756097560976,0.358490566037736,0.0652023679820767,0.477737053889734,0,0,0.0319829424307036,0.0319829424307036,0.333333333333333,0,0,0,0,0,0,0,0.319057247457228,0.540062526228423,0,0,0.234375,0.234375,0.333333333333333,0.102257207832642,0.0616473129213445,0.00641025641025641,0.0677200902934537,0.117374517374517,0.134492223238792,0.525,0.156110929758322,0.0573841101564032,0.0811667723525682,0.155172413793103,0.206185567010309,0.182672934855608,0.614035087719298,0.22285258250534,0.371658875374757,0,0,0.195488721804511,0.195488721804511,0.433333333333333,0.152765892875275,0.0687725901140187,0.0512163892445583,0.136563876651982,0.18989898989899,0.253403141361257,0.421875,0.187610289028877,0.0770059375996762,0.0837988826815642,0.101167315175097,0.3,0.281896551724138,0.219512195121951,0.0141045690235127,0.181970852318244,0,0,0.019764705882353,0.0338709677419355,0.254901960784314,0.114610524247605,0.458391342730511,0,0.2,0.110782865583456,0.110782865583456,0.268292682926829,0.0795421726975103,0.201063433026782,0.181818181818182,0.0503597122302158,0.065934065934066,0.065934065934066,0.446808510638298,0.0734628399966662,0.307969529135993,0,0,0.0927835051546392,0.0927835051546392,0.384615384615385,0.197502494287278,0.381825994508056,0,0,0.190864600326264,0.190864600326264,0.166666666666667,0.0787395251537557,0.540254759162528,0,0.0533807829181495,0.0715465052283984,0.075109649122807,0.303571428571429,0.292643814338932,0.108616392615347,0,0.266666666666667,0.278622087132725,0.279352226720648,0.651162790697674,0.0464760938313971,0.181228540675728,0,0,0.0317135549872123,0.0317135549872123,0.55,18,0
0,0.474303739602495,0,0.166666666666667,0,6.93889390390723E-18,0.283018867924528,0.00715853154568643,0.334133116075302,0,0,0.0170575692963755,0.0170575692963755,0.282051282051282,0,0,0,0,0,0,0,0.0796701450130595,0.400326515767974,0,0,0.3125,0.3125,0.266666666666667,0.435713675835817,0.0125263867338141,0.397435897435897,0.334085778781038,0.359073359073359,0.141811527904849,0.4,0.528457609273802,0.0117318911053929,0.514901712111604,0.525862068965517,0.524742268041237,0.138347884486232,0.43859649122807,0,0.358134529794452,0,0,0.018796992481203,0.018796992481203,0.4,0.225939963628815,0.0302459557585394,0.224071702944942,0.229074889867841,0.217508417508418,0.154973821989529,0.3125,0.100057085105005,0.0428643888311724,0.0782122905027933,0.0894941634241245,0.0992537313432837,0.0543103448275863,0.414634146341463,0.0331787475242538,0.140238777796882,0,0,0.0649411764705883,0.111290322580645,0.196078431372549,0.727438393476286,0.376129406335045,0,0.2,0.920236336779912,0.920236336779912,0.219512195121951,0.177714575797418,0.504289100229732,0.181818181818182,0.0467625899280576,0.231768231768232,0.231768231768232,0.127659574468085,0.33884754447236,0.244726970006681,0,0,0.400000000000001,0.400000000000001,0.307692307692308,0.00681882159035122,0.309136869176876,0,0,0.0130505709624798,0.0130505709624798,0.357142857142857,0.247895719470553,0.117005448769581,0,0.274021352313167,0.27242707760044,0.275219298245614,0.267857142857143,0.1799949601939,0.118430201091277,0,0.193939393939394,0.212765957446808,0.213562753036437,0.302325581395349,0,0.115524637335995,0,0.166666666666667,0,0,0.475,18,0
0.128434109632297,0.610764420335062,0,0.333333333333333,0.154471544715447,0.154471544715447,0.0943396226415094,0.120291200968761,0.366409366550129,0,0,0.149253731343284,0.149253731343284,0.205128205128205,0,0,0,0,0,0,0,0.0794683038029028,0.729027462771694,0,0,0.218750000000001,0.218750000000001,0.266666666666667,0.167879650224606,0.0404304238250376,0.0256410256410256,0.135440180586907,0.16988416988417,0.182982616651418,0.425,0.219859747891488,0.0536955654783379,0.114140773620799,0.235632183908046,0.257731958762887,0.214909335124244,0.403508771929825,0.0551577782579942,1,0,0,0,0,0.166666666666667,0.0323791856279291,0.0886458756203554,0,0.0220264317180617,0.0437710437710438,0.0680628272251309,0.296875,0,0,0,0,0,0,0,0.0227238488957405,0.0882177600747232,0.00388198757763975,0.0135802469135802,0.0329411764705882,0.0524193548387097,0.352941176470588,0.0865282317501128,0.639173703272974,0,0.2,0.0354505169867061,0.0354505169867061,0.24390243902439,0,0.137419032286862,0.181818181818182,0,0,0,0.425531914893617,0.0762346321134162,0.42418739573071,0,0,0.0618556701030928,0.0618556701030928,0.230769230769231,0,0.368674458129795,0,0,0.00652528548123989,0.00652528548123989,0.285714285714286,0.00328412541603616,0.274605251387904,0.333333333333333,0.00711743772241993,0.00495321959273531,0.006030701754386,0.25,0.0341533385968801,0.293897137093491,0.0500000000000007,0.0181818181818182,0.0405268490374873,0.0404858299595142,0.27906976744186,0.0360113877629801,0.616880496298232,0,0.333333333333333,0.00255754475703325,0.00255754475703325,0.175,18,0
0.0272926871702243,0.573446071156067,0,0.166666666666667,0.0390243902439025,0.0390243902439025,0.132075471698113,0.0850946807746425,0.425676615848611,0,0,0.0831556503198295,0.0831556503198295,0.205128205128205,0,0,0,0,0,0,0,0.062895482561653,0.500138571904043,0,0,0.0781249999999999,0.0781249999999999,0.266666666666667,0.217753995199625,0.0451567842246837,0.0769230769230769,0.158013544018059,0.254826254826255,0.247026532479414,0.25,0.266007100380015,0.0603180579514607,0.165504121750159,0.244252873563218,0.319072164948454,0.240429818670249,0.245614035087719,0.0366135752205897,0.978767550130821,0,0,0.018796992481203,0.018796992481203,0.2,0.174372623486601,0.0605548268080413,0.0960307298335467,0.127753303964758,0.222222222222222,0.267015706806283,0.203125,0.0420765294747775,0.10029228998684,0,0.0233463035019455,0.0708955223880597,0.0818965517241379,0.317073170731707,0.0752786398871337,0.109622786998846,0,0.0148148148148148,0.150588235294118,0.258064516129032,0.254901960784314,0.0790110909416607,0.143339689480833,0,0.4,0.0812407680945347,0.0812407680945347,0.24390243902439,0.197814067975534,0.534535007351472,0.0909090909090909,0.0215827338129496,0.253246753246753,0.255744255744256,0.0638297872340425,0.00421773817793977,0.441363121006321,0,0.5,0,0,0.256410256410256,0.257025434911512,0.206829281702687,0,0,0.32626427406199,0.32626427406199,0.0952380952380952,0.233689106377998,0.0968101903296578,0,0.284697508896797,0.250412768299395,0.253289473684211,0.25,0.185526062540132,0.100374851089803,0,0.16969696969697,0.211752786220871,0.212550607287449,0.302325581395349,0.142141265837692,0.62540779892781,0,0.166666666666667,0.010230179028133,0.010230179028133,0.05,18,0
0.034897811784223,0.356761971780089,0,0.5,0.024390243902439,0.024390243902439,0.433962264150943,0.0598950236462714,0.396071069150255,0,0,0.0426439232409382,0.0426439232409382,0.333333333333333,0,0,0,0,0,0,0,0.0468383432440317,0.156625074579077,0,0,0.3125,0.3125,0.566666666666667,0.0685131274804832,0.049819684508424,0.0256410256410256,0.0406320541760722,0.0849420849420849,0.0823421774931382,0.525,0.068026469037859,0.107656361424144,0.00951173113506658,0.0344827586206897,0.134020618556701,0.1645399597045,0.263157894736842,0.0677058164952909,0.0884860930466315,0,1,0.0751879699248119,0.0751879699248119,0.833333333333333,0.173453100590912,0.0323494367349695,0.160051216389245,0.154185022026432,0.178451178451178,0.146596858638743,0.328125,0,0,0,0,0,0,0,0.00885894430296372,0.140028956035599,0,0.00246913580246914,0.0141176470588235,0.0241935483870968,0.372549019607843,0.0220941381672775,0.0819777489647231,0,0.6,0.0147710487444609,0.0147710487444609,0.365853658536585,0.00643945106318805,0.0515355568650897,0.272727272727273,0.00539568345323741,0.0024975024975025,0,0.553191489361702,0.0296522761154692,0.0372644654980636,0,0,0.0412371134020619,0.0412371134020619,0.538461538461538,0.0455472949052171,0,0,1,0.0489396411092985,0.0489396411092985,0.380952380952381,0.0575087822761858,0.543981648800951,0.666666666666667,0.00533807829181495,0.0908090258668134,0.0888157894736842,0.267857142857143,0.0384878979811669,0.172170748080674,0.5,0.0242424242424242,0.0557244174265451,0.0465587044534413,0.441860465116279,0.0592223991507431,0.169290820325641,0,0.333333333333333,0.0583120204603581,0.0583120204603581,0.25,18,0
0.0214845574254007,0.4473950782094,0,0.333333333333333,0.016260162601626,0.016260162601626,0.30188679245283,0.0717252877000214,0.347237183319702,0,0,0.0703624733475482,0.0703624733475482,0.205128205128205,0,0,0,0,0,0,0,0.102070096712539,0.568711965922177,0,0,0.234375,0.234375,0.266666666666667,0.000348903135766933,0.380531074248386,0,0,0,0,0.05,0.0229241314123638,0.179009491026756,0,0,0.0469072164948455,0.0611148421759572,0.175438596491228,0.0577458878064494,0.470195115372469,0,0,0.0563909774436089,0.0563909774436089,0.4,0,0,0,0,0,0,0,0.0126562383540247,0.125452299104017,0,0,0.0261194029850746,0.0301724137931035,0.317073170731707,0.0532695383856709,0.145835655305003,0,0,0.129882352941177,0.22258064516129,0.196078431372549,0.152340058005138,0.36925939709187,0,0.6,0.147710487444609,0.147710487444609,0.268292682926829,0.37159439364235,0.352624478997257,0.400000000000001,0.185251798561151,0.35964035964036,0.353646353646354,0.0638297872340425,0.321798730770748,0.200999953117781,0,0,0.371134020618557,0.371134020618557,0.205128205128205,0.555979218661463,0.206304811787929,0,0,0.67862969004894,0.67862969004894,0.0714285714285714,0.331305508610347,0.483002695610022,0,0.0943060498220641,0.488167308750688,0.490131578947369,0.0714285714285714,0.292333501278293,0.36863892926728,0,0.0848484848484848,0.332320162107396,0.332995951417004,0.186046511627907,0.198288618670784,0.88643692587392,0,0.333333333333333,0.00920716112531975,0.00920716112531975,0,37,0
0.074048275678175,0.351231758512346,0,0,0.0731707317073171,0.0731707317073171,0.150943396226415,0.0523429555130864,0.356340523763935,0,0,0.0426439232409382,0.0426439232409382,0.256410256410256,0,0,0,0,0,0,0,0.062694693134054,0.557897600966533,0,0,0.15625,0.15625,0.266666666666667,0.0066188977226374,0.250041406635553,0,0,0,0,0.075,0.0213001391228495,0.219910435815924,0,0,0.0283505154639175,0.0369375419744795,0.175438596491228,0.0885809727417096,0.612223481643477,0,0,0.0563909774436089,0.0563909774436089,0.266666666666667,0.000147101501125417,0.688985635341816,0,0,0,0,0.015625,0.00333139468054262,0.239241807283022,0,0,0.00373134328358209,0.00431034482758621,0.24390243902439,0.00648844755544663,0.233615332397135,0,0,0.00235294117647059,0.00403225806451613,0.117647058823529,0.100232029303302,0.300164058668339,0,0.4,0.0797636632200887,0.0797636632200887,0.219512195121951,0.184438026866194,0.154443493276842,0.272727272727273,0.147482014388489,0.137362637362637,0.134865134865135,0.340425531914894,0.243406009624109,0.30957586880759,0,0.5,0.204123711340206,0.204123711340206,0.153846153846154,0.0639598077682011,0.436052083641075,0,0,0.065252854812398,0.065252854812398,0.0714285714285714,0.247635807124087,0.695640655986841,0,0.0818505338078292,0.385250412768299,0.387609649122807,0.0535714285714286,0.220255567007357,0.522064208168565,0.25,0.0484848484848485,0.339412360688957,0.33502024291498,0.162790697674419,0.356208565439125,0.377828111586843,0,0.166666666666667,0.271099744245525,0.271099744245525,0.075,37,0
